id;campaign_name;discount_rate
8e3a8a67-d4fe-45c5-928c-5e68d83a7094;DISKONUHUY;0.042
e467f98f-7169-4a90-b2d3-8bc42e00a53e;GREATDISCOUNT;0.067
7356df3b-66eb-4acd-a01f-f43fc983a083;PROMOYE;0.068
312d499d-aa2c-47b4-873a-b5fd7cea043e;MANTAPGAS;0.093
fd676c39-4d85-47e5-b8aa-89c810942f52;OKEGAS;0.032
63dbdab8-c545-45c3-8378-7fcf655c2fcc;PROMOGAS;0.073
eabe655f-5b74-49b3-9bd4-e8d95346b7b1;SKUYLAHBELANJA;0.098
4738a2be-bb12-45de-a5bc-8dd6ac782da4;BELANJASIK;0.071
62075eb1-9bc6-419c-9e32-b8fdae3f0d7d;PROMOASIK;0.039
cce96a92-3f48-4001-9a9b-e779830d67bb;AWALBULANCERIA;0.082
c84cdf95-f469-4420-a96d-9f490b83e22c;HOREDISKON;0.013
90820064-38d1-440a-8079-146c2ccdf9dd;ASIKMANIS;0.09
f93f2be7-3966-4c55-aefc-4017434a4392;GRATISTISTIS;0.089
b29a2f07-83cc-4313-ae10-017144c05090;DISKONUHUY;0.082
43bcd9df-83f4-48b4-aa98-3f7e88fc1bbc;GREATDISCOUNT;0.055
a014fbf9-4a90-4bd9-b45f-8054c3e511aa;PROMOYE;0.095
0b4f712f-8f10-4d5b-9e84-8fcbb1468e3d;MANTAPGAS;0.003
366c9f08-3a03-4348-aa0e-7b9ff849b553;OKEGAS;0.009
8a613dca-6c9b-436c-9aa6-0d2867261ccd;PROMOGAS;0.013
bd4f7426-68ba-4cae-9a9a-c34ad910f705;SKUYLAHBELANJA;0.082
5ef10104-6072-407e-bc75-3ad4b5d8a959;BELANJASIK;0.05
abfd46a3-f5c8-415e-8ddf-3f653240a1eb;PROMOASIK;0.066
e133e1e4-3208-46af-9a08-2a932477761c;AWALBULANCERIA;0.094
d06290d2-d82c-4536-bba9-67fc79fde73b;HOREDISKON;0.094
35685673-956a-4931-9694-c10a8b06309a;ASIKMANIS;0.073
8dbe3acf-372a-43ca-985f-664de54f9d55;GRATISTISTIS;0.079
ca0c3651-9df2-4a86-99e5-535cc15042f7;DISKONUHUY;0.082
51220b1e-d966-4a99-915d-7d3b103d31d8;GREATDISCOUNT;0.045
de41e45c-e559-4beb-ab38-f8315f4dcc14;PROMOYE;0.026
18392a51-49a7-4843-b1ad-db25f2318d6a;MANTAPGAS;0.019
f9ceaefa-0911-4003-87fd-7ea315a6ae47;OKEGAS;0.091
ddb709ad-70b0-43e9-a539-46c740665aa5;PROMOGAS;0.093
45950cb2-57b7-49f0-8ec3-5646738ffa32;SKUYLAHBELANJA;0.07
f91c6881-104e-4350-b8c7-fc2414aad84e;BELANJASIK;0.076
ab29c6f5-15d3-4706-bddd-deedb1282882;PROMOASIK;0.089
0abb8842-c79b-465a-953b-b67388360c9b;AWALBULANCERIA;0.072
3fb4fac0-970a-4089-8b71-857f73dbbf06;HOREDISKON;0.051
e6c498bd-92d4-42e4-b950-8d53f89be00b;ASIKMANIS;0.052
a1b8c374-b823-498e-a145-ed357f105774;GRATISTISTIS;0.063
81444670-4c35-4f2e-aca8-1ae6e9c50633;DISKONUHUY;0.021
b00c05bb-d8e8-4969-9e64-b20ebd801b1b;GREATDISCOUNT;0.033
ab03e841-a20e-4eb2-8047-16c8719000ad;PROMOYE;0.046
e2b95f3f-d9be-462c-a397-9ddf634e81e3;MANTAPGAS;0.044
edbf5819-e325-4442-bf35-1bf1965f0b6e;OKEGAS;0.027
371da6e3-cee1-4fab-9577-b236e2e3fbc8;PROMOGAS;0.027
aa4c7f62-a1ea-4ba0-bc61-18d9eca7c7f3;SKUYLAHBELANJA;0.008
21544452-8c45-45c4-a1f5-ac2b1b90cb66;BELANJASIK;0.044
274702de-2725-4c83-9513-adc1b993cb26;PROMOASIK;0.036
c9300646-6e73-48f2-8c5a-e1db99bfd702;AWALBULANCERIA;0.061
380d4aa7-6263-4e32-a95c-87f9ad59aa99;HOREDISKON;0.072
ce7f0a2d-9b55-44ac-bae6-1a6f4e9c7e3e;ASIKMANIS;0.023
ad079572-b161-4daf-93a4-fa1d75278f8b;GRATISTISTIS;0.097
6a7f48a5-d604-411b-98aa-b7fe5b241d75;DISKONUHUY;0.051
5d60d825-a825-46ab-aced-d9ab66060cc5;GREATDISCOUNT;0.012
bfa41110-93b1-48d9-806a-db3ae10429be;PROMOYE;0.053
c0a7e854-4cff-43e9-8db8-9b52e0c3eb5a;MANTAPGAS;0.06
108092cb-500c-40f7-998f-b218379d3d41;OKEGAS;0.073
98f534c7-17c0-49fa-8b60-36b04a7ea085;PROMOGAS;0.021
2416e018-006f-4e1b-80b0-609a5a3466c4;SKUYLAHBELANJA;0.084
8c2eba6c-f166-4514-a3f1-fbd32a4252ad;BELANJASIK;0.038
0259c056-5d19-477e-bc76-389bf304fdf6;PROMOASIK;0.051
a6d1cf3a-6e20-4e63-96a8-4eb9ee641f8d;AWALBULANCERIA;0.067
44dfa65d-f5a0-4f5d-b56f-361b8133b1e8;HOREDISKON;0.032
cde48318-b657-4006-a4e9-9851a3bc41af;ASIKMANIS;0.064
990d4cec-4ded-406a-903f-7e189aace855;GRATISTISTIS;0.055
518ee75b-7fee-442c-91bd-896d134f930f;DISKONUHUY;0.057
10e939f2-1df8-413a-a5b5-1214c70f1dbe;GREATDISCOUNT;0.034
061a39f4-9bd3-45ce-8364-7448111848a8;PROMOYE;0.034
81e60d67-bf83-4c77-95de-955f193710fd;MANTAPGAS;0.091
ba9455db-6912-427a-b6bb-b3ca03ce1760;OKEGAS;0.024
9bc0873a-7d39-41dd-ab99-a5b754f8c029;PROMOGAS;0.062
94d75656-fb25-408f-bfbd-d2e5f0155cfd;SKUYLAHBELANJA;0.091
348c2889-de5c-4061-9e57-de450dd1040f;BELANJASIK;0.067
dc8fa53d-d2db-4c1a-bbca-5dbc29232b6d;PROMOASIK;0.062
ef9ed423-1efe-45fa-8d42-4976f4eee281;AWALBULANCERIA;0.079
740b8446-61a1-4a51-9a29-b3ccf728c1ed;HOREDISKON;0.097
2be10a21-48be-4551-a1bb-cb186de24c9f;ASIKMANIS;0.096
5f559c7a-5486-4afe-aff9-887beaf224db;GRATISTISTIS;0.016
24c9b646-9760-45f4-8405-7f7d017af062;DISKONUHUY;0.072
093317cd-c3eb-4eaf-8d34-e9872ebaa677;GREATDISCOUNT;0.049
29381581-f5cc-4b69-8456-cf99676653e5;PROMOYE;0.099
466e4eb7-a7c0-419a-b953-b07cbfa7da2b;MANTAPGAS;0.002
97e62614-b4a3-4b77-a495-cb2b2cc6642a;OKEGAS;0.092
9f26cbd7-1244-461f-ae98-b60aa6a1a850;PROMOGAS;0.071
b3397d99-c0fd-45f4-8991-78c423e0c317;SKUYLAHBELANJA;0.046
67a73a6e-a220-4672-abe6-fcb057ecb253;BELANJASIK;0.086
20aff031-f37f-4ed0-876a-f521206ceb59;PROMOASIK;0.095
51f8c5e1-0643-43c7-8c7d-6986b4d27e35;AWALBULANCERIA;0.02
9eb97309-980e-4376-b762-ac2241967bc1;HOREDISKON;0.086
d7600fd1-5fc9-4dea-bd80-b5c438f0a255;ASIKMANIS;0.064
053d0fd0-0d92-4891-8efc-12af1919c011;GRATISTISTIS;0.079
9c6175cc-41a9-4e39-b051-d4f30fcd9eba;DISKONUHUY;0.068
d0576ac6-4610-4d25-baee-4111ec10ecc6;GREATDISCOUNT;0.069
44368f28-f4e0-4a04-8e4c-14fbf34f4c6b;PROMOYE;0.096
42f529b1-36e4-4e3c-b2bc-84388d4ae8fb;MANTAPGAS;0.1
943fd2fa-de51-44ab-ae4d-c20a856002c8;OKEGAS;0.021
7f9a679e-9ea2-45d6-bf6b-3c98ac23f7b4;PROMOGAS;0.099
7d2f95b6-2001-4157-9764-90163e73c289;SKUYLAHBELANJA;0.052
04801299-9b95-4839-9247-0dea68d2cb03;BELANJASIK;0.087
40a70383-933f-461b-b305-9b819b0b4f3e;PROMOASIK;0.01
aa1e65ca-cd8e-419a-84f1-70d6dc4f1a2e;AWALBULANCERIA;0.066
9dd91105-0c61-42ec-a08c-fcd5759b247f;HOREDISKON;0.099
a27339e6-243d-4152-aae6-b3ce92bf28b9;ASIKMANIS;0.083
52e70d43-84f5-4e02-9548-1ec17d67ee96;GRATISTISTIS;0.034
3557c0c7-b6a9-4282-83ef-f7a7d36d43af;DISKONUHUY;0.028
54e22d5a-d152-4f9c-8e51-ae3115554b15;GREATDISCOUNT;0.056
0c28ba13-b176-412b-b652-620afc21a165;PROMOYE;0.092
43070d19-b0f3-4ca0-a009-da135a819b0c;MANTAPGAS;0.087
bf04f639-2bc3-4205-8899-6b771a26fc92;OKEGAS;0.034
611830d8-afd3-4194-a496-28499bb7c778;PROMOGAS;0.061
e0477348-ac68-4857-b221-6eb125105d43;SKUYLAHBELANJA;0.029
994f3ee8-3cdf-4755-a923-67b59fbd775d;BELANJASIK;0.019
18df5b16-f311-4308-83ad-08704a6a44af;PROMOASIK;0.073
11824ce2-0a5c-4cfb-a044-bd65be96a0ec;AWALBULANCERIA;0.031
6c083d4f-5cdd-46ba-b0ec-e1b7a15502c2;HOREDISKON;0.039
5174416e-239a-4caa-9f65-3c191d6a7574;ASIKMANIS;0.038
b09f957a-fce4-4c95-91d8-06259e8ee927;GRATISTISTIS;0.028
ac695a32-88ea-4426-b25d-949518ed4a9d;DISKONUHUY;0.016
1c4a827e-0431-4c70-beb9-032b64480cae;GREATDISCOUNT;0.012
faac0d03-1cdf-4c6a-bc83-c1400481d7f7;PROMOYE;0.094
2572994e-3b5a-445c-b5a3-477611d34fbe;MANTAPGAS;0.018
e52f45d5-c84e-481f-97ab-0cc11db5f108;OKEGAS;0.03
2b151c04-d533-4dd4-87a5-f6ff7a69b93d;PROMOGAS;0.029
89f8f4e9-630d-4369-a1b6-eb28355532c4;SKUYLAHBELANJA;0.012
2efc69e6-e60f-4e34-a9f9-e8a770cb072e;BELANJASIK;0.019
6231ccc2-355f-4b11-98e3-d5e2ec2e5726;PROMOASIK;0.084
8f559866-e741-4510-a316-d2dc112875e4;AWALBULANCERIA;0.057
900ab82d-9a97-4e17-aa11-504fe3aa94ed;HOREDISKON;0.022
b84e4169-3bbc-412f-8986-eb202be563a0;ASIKMANIS;0.022
bd755bc3-1ad8-41be-a9fc-9767b2905c5f;GRATISTISTIS;0.05
3a6cee3f-24cc-4a0f-83ff-05c86a8ffe90;DISKONUHUY;0.072
58bc6d94-bf99-4e80-a623-1156414100cd;GREATDISCOUNT;0.01
5745fa6b-f384-4729-96bf-5623bcd284b2;PROMOYE;0.019
dde791c5-ecdd-41c3-bb67-d80cbabc0971;MANTAPGAS;0.096
ba80a9b6-2171-483c-9367-cfb8e2d4111d;OKEGAS;0.082
f6bfb7aa-14dd-4ae6-a65a-4ba72023548c;PROMOGAS;0.003
287b4ee8-594c-4ab2-95aa-725b0989f666;SKUYLAHBELANJA;0.049
0b52e21c-3ae1-4dd5-ab01-525904ef6c9b;BELANJASIK;0.084
3637e1b5-4ca6-43a0-8773-d2ecc15f9798;PROMOASIK;0.095
1e674485-d210-46ec-b33e-067597c297e9;AWALBULANCERIA;0.048
be308fcb-39f8-4e4a-b45e-dc1c6ccff81c;HOREDISKON;0.1
b11ac75a-e3d4-4bde-91ca-733b57459ca8;ASIKMANIS;0.042
5bdf4894-bd6c-49e0-a88e-a746262350d9;GRATISTISTIS;0.048
95547e66-3f99-434e-9d53-ba22a93ad070;DISKONUHUY;0.073
5437a695-8eb8-42a6-9131-935de5252eed;GREATDISCOUNT;0.017
56703a32-fcab-4c2e-9f9b-2eb5cfc4c71b;PROMOYE;0.067
1bbd3cd1-17b4-42b5-82ab-c5ef8790f140;MANTAPGAS;0.054
12cbb864-e2e0-454e-84a8-e7d7c50645f3;OKEGAS;0.092
40f40cf3-bc89-490d-9609-0b5b38b3a612;PROMOGAS;0.082
21313493-1405-4988-a0b0-88ee48b1d120;SKUYLAHBELANJA;0.089
ae1e6485-948b-43a0-98b7-4437da9a1889;BELANJASIK;0.098
81152499-814c-48d5-93bd-185b9e4144aa;PROMOASIK;0.085
e67722b1-230a-4fa7-9bf6-565b5a43e8c6;AWALBULANCERIA;0.063
c1f1ba8b-2414-4a0a-a287-b4d7cf56feb5;HOREDISKON;0.072
1c14b6d5-f905-4b4d-8bdc-c65e5b3574fd;ASIKMANIS;0.003
2d0ed92f-b56a-47a5-96b8-eb02c6d4b3f5;GRATISTISTIS;0.071
7ff4a005-8909-4d15-a492-882b6c90d121;DISKONUHUY;0.02
183a1d94-b91f-402e-af9b-3a00d1e7635d;GREATDISCOUNT;0.005
15ccbd2c-5901-4804-a524-7f5dd25ca5af;PROMOYE;0.048
eb512827-9eaa-4d5e-9ed7-ffb422b64abf;MANTAPGAS;0.087
5a971cc6-4ceb-41ba-9745-c66e4be922ec;OKEGAS;0.019
5a13e846-7ff5-400f-8b90-557caa0ad0d5;PROMOGAS;0.012
b5872c95-4e9a-493d-8b9f-4d37d053e1bd;SKUYLAHBELANJA;0.01
c0ff1b9f-b772-44d9-b7fd-38ccf06f8937;BELANJASIK;0.032
e5c7ef3e-e4de-428f-b2db-800f4363b6b7;PROMOASIK;0.099
1eae6f2a-8453-4655-9e44-40bf56e5b53c;AWALBULANCERIA;0.056
6f91d6b3-5ba8-499c-a473-02c34169c001;HOREDISKON;0.02
594fddeb-4a9f-43e5-bd01-23503d6eac69;ASIKMANIS;0.1
02d3a7e9-571e-4c48-aef7-b252af8be02a;GRATISTISTIS;0.089
b0326045-9379-4c6d-91d2-b3beac23490c;DISKONUHUY;0.079
8449c695-cd84-4692-ba76-e07a593d2ab6;GREATDISCOUNT;0.064
ce9c47b4-9660-4697-875f-5ba063f92d8a;PROMOYE;0.048
a5f0957e-d28c-4212-876d-53ab12622839;MANTAPGAS;0.023
3f3cada9-825b-45fb-b4b6-bf68883f3c4f;OKEGAS;0.032
b431c5e5-9c61-4010-9248-af0fe40ca067;PROMOGAS;0.06
6ff038a2-3046-456b-ab95-857b07b5eb92;SKUYLAHBELANJA;0.003
5c44d42b-79e1-4701-a6cc-025fae01b36e;BELANJASIK;0.035
bcfa755c-fa56-452b-8bcc-13daa1b834be;PROMOASIK;0.09
febf8615-5501-4ef3-b6a5-f58a51aaecff;AWALBULANCERIA;0.013
05957a55-885c-49b0-823d-2ae5cd85f768;HOREDISKON;0.09
b6e16620-2407-4902-b715-fe9ae26e8ccf;ASIKMANIS;0.031
214c31ac-e193-466b-86f7-d8474409c6ab;GRATISTISTIS;0.005
2e947ff2-2802-48cf-ad7d-bd1f7cff303d;DISKONUHUY;0.059
22fa8130-9e88-47e4-ae7b-eced8f157579;GREATDISCOUNT;0.096
3f4da6c3-2a43-4e5c-b7ce-63e13c0fbcca;PROMOYE;0.069
5b3cf32d-5b87-47f7-9032-b4cc24f28623;MANTAPGAS;0.075
1e944b2c-3d00-4b13-be07-8e6434d0af88;OKEGAS;0.024
6643716a-cad6-42c9-ac69-7190423c9028;PROMOGAS;0.07
419b164d-bee0-4797-a635-25a1da670afe;SKUYLAHBELANJA;0.099
43c3372f-689d-48e3-9c63-8e318bb76c78;BELANJASIK;0.036
ebd93914-f0ee-4b6a-b4ce-2cf62c647e22;PROMOASIK;0.036
be799561-9255-4f96-9ca6-2725e242e945;AWALBULANCERIA;0.065
e97ed8af-1d38-494b-adcb-b840a2592ff0;HOREDISKON;0.05
2a983890-f869-486f-bed6-15c6db651c2b;ASIKMANIS;0.074
12bba206-a0f7-48e4-8903-bc15a6eb0b51;GRATISTISTIS;0.094
7a285433-0e62-4ed0-b161-bfd40a19e31c;DISKONUHUY;0.002
29c21d38-6f43-4663-b9b6-83d21664fdee;GREATDISCOUNT;0.002
b09616b7-fe4b-498b-b787-c7a803c8e9a2;PROMOYE;0.082
935a807f-9d34-45f3-bcbe-b22198c18ab5;MANTAPGAS;0.064
277c58dc-5b8d-42a6-a278-d43d9b0eb70e;OKEGAS;0.039
3c77c394-5e7a-464e-8228-2e7dfb681d59;PROMOGAS;0.06
12371faa-61a9-4b93-9389-c217e48cbd0f;SKUYLAHBELANJA;0.006
3ca8eaca-1ad6-4e20-8d5c-c83cc8902e48;BELANJASIK;0.029
0a4144fb-58b3-4a7c-be6a-38ccc2707ca0;PROMOASIK;0.038
8d0b46f4-41bb-4620-8a38-8fa6dd837da9;AWALBULANCERIA;0.06
60a52a69-97a1-42d6-9242-9dd5f3c42df2;HOREDISKON;0.027
cc30ebe8-9519-46cb-ae05-42b768197eb8;ASIKMANIS;0.075
1a67647d-c54f-4868-8ace-43e27de56cbb;GRATISTISTIS;0.073
b3b682af-2e44-4e4d-9962-f3fa55ec2006;DISKONUHUY;0.048
2d57f831-a7f7-4fc5-a149-24970310b2c1;GREATDISCOUNT;0.022
50c0a334-b792-46e5-b2b9-3cdee9a6d0de;PROMOYE;0.048
da39d3bf-082b-4b22-a579-3b312885fa30;MANTAPGAS;0.047
96a0a4ce-632b-4d74-9178-bb4c1f5f5cf1;OKEGAS;0.009
3eabb142-845f-47ec-87d5-ab29b7910574;PROMOGAS;0.067
bdbd6d16-5d03-45e3-b3b3-02732f0ab06a;SKUYLAHBELANJA;0.032
000453fb-5718-4601-8d85-c6572736f032;BELANJASIK;0.078
c78327c1-9152-4f11-8667-f7184c510569;PROMOASIK;0.071
ac7dc48a-8562-4518-9c0f-291f52410da4;AWALBULANCERIA;0.033
069220f4-be5d-489b-a0e7-5af24d9130db;HOREDISKON;0.098
2af70801-37f1-4eb3-8612-d1447c80e8e5;ASIKMANIS;0.067
588e1cfd-958b-4a6c-b054-5a45eb282cb9;GRATISTISTIS;0.062
f3f0d045-b792-44d8-bc1e-b1199a790cd7;DISKONUHUY;0.1
42d2c07d-563a-41c0-8312-c8c810662782;GREATDISCOUNT;0.043
584b1335-4b7a-47a7-bd89-c8173cf9d09f;PROMOYE;0.092
f0c5f343-a902-49fc-a52e-c05f62ce8fd7;MANTAPGAS;0.006
a3547f6a-c26b-44fc-9f7f-cd1f390a4d5e;OKEGAS;0.093
942d0fb5-b764-4b61-89fc-4c257f4bdf9f;PROMOGAS;0.081
5bf7c954-3909-4786-a468-be5eb6f6e2a3;SKUYLAHBELANJA;0.091
858f2f89-fa52-4a8d-be8b-bc5516776535;BELANJASIK;0.064
d8e56f6d-348f-4c4c-8198-745b3be62750;PROMOASIK;0.08
2beab3ca-e070-4ff8-bbc9-9b412f409036;AWALBULANCERIA;0.024
d1dc0963-6a90-407d-9a84-31d6234feede;HOREDISKON;0.052
f4e5e1c7-9387-4d22-b0b1-9b6b3f290f84;ASIKMANIS;0.025
9552edf9-459d-44c7-bab9-f374bd681b23;GRATISTISTIS;0.089
596e929b-f273-43d0-84fb-555db0f12f26;DISKONUHUY;0.095
05029772-420d-406b-b65f-a9864f4a52c8;GREATDISCOUNT;0.051
d26ccc92-95ce-4e38-8b32-22c6cabf7511;PROMOYE;0.085
e8176b2c-4285-4872-a192-2cdaeaed2d0b;MANTAPGAS;0.089
15e9a286-5387-403e-883e-9e6e1c1d4efe;OKEGAS;0.074
e0c291b5-883c-41d5-a9b7-906bc300c2c0;PROMOGAS;0.083
09cb1698-e53a-4474-892a-3529630850af;SKUYLAHBELANJA;0.071
281887f0-52df-4ac7-a5d0-5e68db8c5257;BELANJASIK;0.098
da5833fa-8ebf-49c5-82fe-d33e5864a0e7;PROMOASIK;0.03
09ba9cba-d21f-4a5c-b206-567bde1e60cc;AWALBULANCERIA;0.017
be1129ff-cb7e-4139-a720-038567f84205;HOREDISKON;0.099
a9fb3708-b46a-4341-a5c1-34b748b292be;ASIKMANIS;0.021
c83cdcff-0dea-4c23-8372-f0df75078006;GRATISTISTIS;0.033
99bf73e8-35b7-4976-bd52-ffc64a5bda73;DISKONUHUY;0.084
b0ce1b01-cfa2-4bee-a150-32944cc8843c;GREATDISCOUNT;0.092
eb5c4bef-5526-40ea-b44f-ed1c358d78db;PROMOYE;0.077
4db325bb-e453-4a4c-bb59-f291d2decd94;MANTAPGAS;0.096
6bee6b01-22a8-4993-bbdc-17b6a302eb68;OKEGAS;0.1
99393712-5081-493f-8ca6-db8d18319ba1;PROMOGAS;0.001
8bdee4ad-64a6-4453-97fe-19476b343e11;SKUYLAHBELANJA;0.03
a4f4bd10-beb3-4711-80c3-98058d3c16d3;BELANJASIK;0.018
51fa3156-33b0-46eb-bb89-6d29c27e0d15;PROMOASIK;0.09
d505f345-75c1-49e0-99f5-0c4a7d84ab30;AWALBULANCERIA;0.011
f1f4c0a8-c456-4c66-804e-a0bf980184cf;HOREDISKON;0.061
385a47c8-44ab-4482-993d-b40328833705;ASIKMANIS;0.093
c6a7751f-2d54-483f-a1bb-0903f78f0966;GRATISTISTIS;0.025
bfd570c4-d4b0-465e-ae48-20a91d4cb3d0;DISKONUHUY;0.076
8e23c255-3466-4974-aa03-edae3da79212;GREATDISCOUNT;0.018
c955e248-1684-4bde-8eea-dd1db2ec0ff3;PROMOYE;0.09
9b423971-c25a-4577-9844-6bc39badb4ef;MANTAPGAS;0.06
536cfcc9-bbc9-42e4-8213-802f008bd3fd;OKEGAS;0.076
240f95d2-7160-44d5-aeb2-6bf1b273f838;PROMOGAS;0.027
a9372ced-9122-4a78-bbf2-0c22f4657745;SKUYLAHBELANJA;0.06
33693c96-6c98-4ae3-a6bd-55fe23a0a8d3;BELANJASIK;0.081
a801fd4c-5aa9-4d1b-934e-e6b61c18cdd3;PROMOASIK;0.078
46a97853-a1d3-4b3b-9a2b-f41e0d48b7d8;AWALBULANCERIA;0.02
d6a0fe71-9806-47d3-b24e-df1eafca6c15;HOREDISKON;0.032
9e638aeb-807f-4bd2-b999-7f0485ea63c6;ASIKMANIS;0.037
8b8190d7-7ea1-4fdf-b3e2-67c9da52cc4a;GRATISTISTIS;0.062
5d90c5ac-f82b-403e-9316-11c4377fd836;DISKONUHUY;0.055
34174611-716b-4ea7-9c43-49ee33e4be6c;GREATDISCOUNT;0.055
063bf01c-1480-4f2e-b121-5377f0a4c16b;PROMOYE;0.009
2d9bdc2d-12df-43f3-9c49-7b60c6ac40c4;MANTAPGAS;0.014
0b710e90-28e5-441e-b295-2c597bdf7bb8;OKEGAS;0.057
d8ece749-0a02-4154-b34d-b5e2729840c8;PROMOGAS;0.087
d4ce589a-3bdd-4c15-ad4b-7b5d27e2c1b6;SKUYLAHBELANJA;0.002
d41a0f2b-82dc-41d5-ab62-68b34d4cd4d6;BELANJASIK;0.005
1133931d-d7a4-4c2f-af0c-94cd2bf68583;PROMOASIK;0.01
721e8e93-83cf-4b18-adc6-668641d02e21;AWALBULANCERIA;0.012
55dc9898-1abc-4638-b237-54b48c239055;HOREDISKON;0.031
7d04ebb2-a6a7-4fe5-9e7e-c3626086e67a;ASIKMANIS;0.021
accc3110-0b74-45a1-9589-cd17546d73f7;GRATISTISTIS;0.049
f2a932d3-dd3e-4230-88d6-77bc0cacb0a3;DISKONUHUY;0.038
4cb82729-d11f-4fde-8ca9-8f898f24b995;GREATDISCOUNT;0.026
4fa9e846-49fd-49cc-937b-21170e336f4a;PROMOYE;0.058
7dd2313e-08ad-46bf-b0b3-f33bed466b27;MANTAPGAS;0.058
c6ca248f-d921-4627-93bc-29413051df00;OKEGAS;0.089
7e543df5-f55d-4a86-88f0-44542e489bcb;PROMOGAS;0.038
740e3095-fcb2-40e6-9dcd-8bcacb08e7af;SKUYLAHBELANJA;0.016
626a7514-4338-4a02-9df2-3905b41de442;BELANJASIK;0.091
8a7a4c45-d1c7-4aa2-8c05-ddbb0da4d32c;PROMOASIK;0.068
c7bd6bb8-e586-43f4-8b42-4520d8145718;AWALBULANCERIA;0.081
f0cc1f8a-a146-42b1-8fc9-aa3174c93bbd;HOREDISKON;0.055
bb2f16df-125c-4b08-8ddb-8bb201023e86;ASIKMANIS;0.03
f7aa09fe-0f72-4532-9fa6-1d2313876e01;GRATISTISTIS;0.069
b8640106-9d32-4ffb-8be2-4cf6a754246e;DISKONUHUY;0.097
96d2a5ad-7f2e-4eec-a49d-81f1c97277cc;GREATDISCOUNT;0.068
5b9853e9-d8f8-4687-abc6-c20db6b4dfa7;PROMOYE;0.02
fd64dfbe-0f00-4dfb-acd8-a969b500333a;MANTAPGAS;0.041
e0fd70ab-2a22-4ff2-b14b-511e806b8d2f;OKEGAS;0.012
69c369c3-6ea2-4f2b-a2bc-abd3fa5b8d5a;PROMOGAS;0.097
913f1678-0734-4018-bb43-16c708e7a8c2;SKUYLAHBELANJA;0.021
d2f8d7eb-03de-49f8-890a-ac02c9c724e1;BELANJASIK;0.017
f73613a0-e56b-4a90-8d07-eab86efaad38;PROMOASIK;0.005
ea0febcc-f11a-4077-b5e8-6c2029eba535;AWALBULANCERIA;0.035
35e91342-ce52-41e5-9ad4-311b96067e42;HOREDISKON;0.067
906512ed-7dd6-4f0c-b097-e6e784cc7fe0;ASIKMANIS;0.093
ca3199ef-d5f3-442d-b1e6-9e443ae00784;GRATISTISTIS;0.075
60bffe70-c391-4ef9-8116-4bc39d601136;DISKONUHUY;0.075
3b817da4-86f4-4ac8-85d7-e2139d5c6a9e;GREATDISCOUNT;0.033
651aa24c-9710-4566-804b-8b44a0a68050;PROMOYE;0.06
b12c7ac8-8b3e-4c20-9cbc-c7b1a6e6c38a;MANTAPGAS;0.064
3d3a1de0-5516-486f-83ee-b08b86d0ce88;OKEGAS;0.038
3649557f-104c-4291-b348-b771bca7aa8e;PROMOGAS;0.066
3b4041eb-8948-461d-a6a0-581b35a4287a;SKUYLAHBELANJA;0.032
55220fae-211d-4eef-b2ac-5fcde324fc99;BELANJASIK;0.006
58e58a2f-1b35-40f0-9108-a554dbef08e8;PROMOASIK;0.072
d7a4470a-3653-4d34-a7a9-87e68ee57d8c;AWALBULANCERIA;0.032
586a8611-b3e3-423a-8bec-bca2aa1cf6a0;HOREDISKON;0.005
74cf4775-9563-4164-9197-bc89e6e04d88;ASIKMANIS;0.027
8a0cbee4-5efa-4be1-9aa6-51d5dcd46940;GRATISTISTIS;0.065
dc7ce77e-f26e-4ca4-ad12-8116d6e21dab;DISKONUHUY;0.056
440b39d5-9333-4391-8485-792a9dd46733;GREATDISCOUNT;0.088
8946ec7e-c3f8-4402-8abc-db329c30dba6;PROMOYE;0.021
f057584d-8174-4284-8533-da0c49960b0f;MANTAPGAS;0.089
b7c99c52-bc6a-499e-ba2a-20d609c345e4;OKEGAS;0.068
0497160e-c3ce-4c75-b995-72188960a0e8;PROMOGAS;0.025
e5d82499-d2cb-46ba-91af-d7c2b9c70829;SKUYLAHBELANJA;0.033
6cf208e5-25e2-4716-be08-db2910643983;BELANJASIK;0.037
ca4d0b04-0152-4afa-85ff-11525120700b;PROMOASIK;0.024
95101c8f-0553-4c5e-b29a-30ae390cc7d8;AWALBULANCERIA;0.076
eba59169-91c4-48e9-b6da-69dd1541b971;HOREDISKON;0.024
1a1f1434-918e-4514-9913-ae326f947947;ASIKMANIS;0.008
877edbd6-047c-481e-af19-35ebbc0ebc6a;GRATISTISTIS;0.003
aebc4184-86bd-4a8b-9f1b-8b7fb3be1197;DISKONUHUY;0.021
db5b0aa9-c336-4e64-a748-e6a6700c147d;GREATDISCOUNT;0.065
ad8e829c-5528-416f-9966-248206c30a10;PROMOYE;0.098
26c13645-0e23-4c2f-ab97-7fc5df52cfe3;MANTAPGAS;0.018
317ba370-e6c9-4ff8-a155-2314a86362bc;OKEGAS;0.072
75857f96-8cd6-4d16-8961-ccabdbd3558c;PROMOGAS;0.064
74467469-df30-48e4-a64f-e760a9738591;SKUYLAHBELANJA;0.097
9bba4ac8-cd26-4c9d-890f-4cc06286828e;BELANJASIK;0.079
ec7088c2-8579-4fc6-93db-6c0e62f6b762;PROMOASIK;0.097
