id;revenue;payment_method;bank_code
8afd68bd-0e4b-4843-b3e7-1ede70a71c1b;339275;MANUAL_TRANSFER;BRI
41723e25-9077-4899-9c11-6623b53f4722;463621;PAYLATER;JULO
46ab624c-e0f8-4f27-ab69-a9875d707ce3;355026;BALANCE;BALANCE
113db254-8870-4c1b-9a31-fead65fc9738;474221;VIRTUAL_ACCOUNT;BNI
57325a49-6ed1-4da6-8375-1eb0d6b93c54;235998;MANUAL_TRANSFER;BRI
073e1708-52a3-44f5-8617-52fe3410ec43;272512;VIRTUAL_ACCOUNT;MANDIRI
9d308add-1630-4f89-886b-4992814b1447;359659;MANUAL_TRANSFER;BCA
291ad297-db9f-43e2-b2e6-70ac3de535b7;240301;GOPAY;GOPAY
690a5abf-9081-442c-93cd-b10da55cf1ce;392230;PAYLATER;KREDIVO
4d04a3c1-9f60-4402-999b-28383b5556a6;267222;BALANCE;BALANCE
6a58690e-628b-42a8-9bd3-f9b179842a25;105321;GOPAY;GOPAY
77699ca2-0946-45e1-8e42-6db910e949db;196233;PAYLATER;JULO
9c693274-da28-48bb-93f8-c238bbc6b0e1;292127;BALANCE;BALANCE
2c435948-1a65-40a7-a0b9-cc94344e5b23;424952;PAYLATER;KREDIVO
11752014-1154-4af4-bf7e-e6aecbc3ad54;113131;BALANCE;BALANCE
4bf8984c-9c8a-48b6-b584-c6400bf0463e;289353;VIRTUAL_ACCOUNT;BCA
37d1d2a2-2cf3-4a4d-9a83-c50b9e3014c3;205843;MANUAL_TRANSFER;MANDIRI
86e73ff7-d8c5-440b-ba2e-e7e0ba724125;274582;VIRTUAL_ACCOUNT;BRI
b733dfd6-75f4-44fe-a7af-5d0a12d01611;162536;MANUAL_TRANSFER;MANDIRI
42ac6195-6b54-45c2-af55-58d3ee8205b2;302496;MANUAL_TRANSFER;BRI
9d73e260-75c6-4ef3-9010-ee5fc7aadbb2;230374;MANUAL_TRANSFER;BNI
cc210dd6-6f00-442e-b4b1-a95f5f77dff6;197149;MANUAL_TRANSFER;BNI
aecc6b14-27be-4fa5-8189-7b8380bac67e;420255;MANUAL_TRANSFER;BRI
b6a6e950-c615-48ac-964c-89ede9120e07;122299;PAYLATER;JULO
58b791a6-1a52-4c1a-90a5-ee480be201c8;150508;BALANCE;BALANCE
24b921f1-e5bd-4175-847a-53005341f935;318943;VIRTUAL_ACCOUNT;BNI
8d3088f6-a472-4066-8ef0-471b42ea8d10;259033;MANUAL_TRANSFER;BRI
b3cf72d9-50ad-48bd-b541-f247a1258628;380370;VIRTUAL_ACCOUNT;MANDIRI
a73fdc4d-5766-446f-89fe-bd696ddecb93;366665;MANUAL_TRANSFER;BCA
473d502d-66a4-4192-ba05-799bda97ca0c;448347;GOPAY;GOPAY
02c847b1-befd-4501-b5f8-28c9717dca32;469874;PAYLATER;KREDIVO
7749e9c6-b1b9-48d1-8d45-812d84fff105;172610;BALANCE;BALANCE
397f0786-ffdb-45fe-9e85-7c11398d6203;178299;GOPAY;GOPAY
e7f7a2dc-eafb-4267-b111-fb2340a277b2;163156;PAYLATER;JULO
978864d5-ad8e-41b6-a018-03dbe2a0a718;368133;BALANCE;BALANCE
13e431b9-bf46-49c7-a736-03f7138051be;181250;PAYLATER;KREDIVO
2ede9e53-c4c6-47ec-b226-9583be8efdb2;382131;BALANCE;BALANCE
a3cfe6ce-50cd-4e1f-9088-ed4ed48ca416;462381;VIRTUAL_ACCOUNT;BCA
68fe51f5-ea3c-4064-ba5d-6ab9fc591c66;271712;MANUAL_TRANSFER;MANDIRI
03f7db51-20e7-4ea7-be9d-0835fcaaa841;359892;VIRTUAL_ACCOUNT;BRI
e042a8cf-48ac-4c51-81d6-b7289ce74e0e;413953;MANUAL_TRANSFER;MANDIRI
ab017396-5edb-49e7-9337-0f750a7088fe;414266;MANUAL_TRANSFER;BRI
ff3c8658-25cd-4c21-afb1-09ff7b74d8ee;306925;MANUAL_TRANSFER;BNI
2711bd43-06de-4be3-a577-4f3919da6fee;491767;MANUAL_TRANSFER;BNI
be25b382-d74a-454f-bb39-e9b83fe94349;166692;MANUAL_TRANSFER;BRI
dbd0f4e3-0127-40fc-83cf-fecd2bcd7e4d;451285;PAYLATER;JULO
f11f20fe-35c3-4db4-af5c-305fdae6c296;290928;BALANCE;BALANCE
41fcf6a3-1613-4f20-9c7c-2563ade4c297;340697;VIRTUAL_ACCOUNT;BNI
1486a414-b63c-4a1c-b4ae-2eae73b63906;395622;MANUAL_TRANSFER;BRI
5ac6deaf-2fad-45d1-b613-a68ec27fec7f;497649;VIRTUAL_ACCOUNT;MANDIRI
78ca21d0-4b10-479a-8a42-e59dca7b987c;235177;MANUAL_TRANSFER;BCA
cf6d1cc7-e255-414a-9b48-d97ca5d2c18f;438555;GOPAY;GOPAY
71cb1c31-de86-4d28-9956-789df758d6aa;448118;PAYLATER;KREDIVO
661906d2-8b0a-435c-a159-65f2d955849f;429839;BALANCE;BALANCE
253332e3-f777-41f3-b9c4-34cac416e8c0;449310;GOPAY;GOPAY
56209761-1911-4ab5-8686-6ec9be4bc02a;273988;PAYLATER;JULO
e7fd115d-2441-418e-bebf-dfd0a73f3cf6;290353;BALANCE;BALANCE
a39a8136-c191-489e-985d-7ecb18e3bd82;131241;PAYLATER;KREDIVO
8b66964a-4942-40fb-8cad-beabce278367;369250;BALANCE;BALANCE
f784505e-779e-4d90-9714-29d5dede445b;347384;VIRTUAL_ACCOUNT;BCA
2a771239-ee3d-4d3d-a9eb-2f3051b54425;193628;MANUAL_TRANSFER;MANDIRI
e322394e-12a7-4ebc-a119-8a89eb4c7b8f;119217;VIRTUAL_ACCOUNT;BRI
a47db346-35bd-48a1-b522-1b14a9273dea;281602;MANUAL_TRANSFER;MANDIRI
80fa7517-8106-459c-9070-b70ee70ed3a6;136613;MANUAL_TRANSFER;BRI
4f98c2a4-0873-4572-90f2-93d1c41c186b;310712;MANUAL_TRANSFER;BNI
f431852a-7596-434e-abe2-b492e574e102;411595;MANUAL_TRANSFER;BNI
673cba4c-124a-4033-ae6c-557c6dcf3bac;457154;MANUAL_TRANSFER;BRI
18accead-1a52-4850-a921-276762bafde0;452750;PAYLATER;JULO
8cd4cbb3-c2b5-4c9f-a134-f0e3ca7ae15b;304167;BALANCE;BALANCE
68ca127d-67c6-41b7-88c6-c9d2dcd6fa6d;306901;VIRTUAL_ACCOUNT;BNI
5839ee48-6f06-4e59-92a8-b238cc1b7478;351377;MANUAL_TRANSFER;BRI
68352099-3943-45df-8b95-85540ca677cd;175685;VIRTUAL_ACCOUNT;MANDIRI
bf24f98e-fd64-4bb3-a533-692a650c7997;100213;MANUAL_TRANSFER;BCA
a554a073-e510-482c-b141-6f3465605977;270185;GOPAY;GOPAY
abe2231e-2543-414e-93b2-dc89d4df878e;213374;PAYLATER;KREDIVO
537c3370-5c7a-47ea-8a55-0c0bfa6cfaf9;110003;BALANCE;BALANCE
51536bad-d329-40ba-9892-411ff590418d;454485;GOPAY;GOPAY
f2b61c57-4347-461b-bc7b-2a4d15b7c879;412593;PAYLATER;JULO
60e1d06e-0383-49d7-af3f-111f59c53010;232013;BALANCE;BALANCE
736c9a8f-bab3-41ee-b490-1b59d7c2c1b7;493131;PAYLATER;KREDIVO
1a3fca83-8cfc-4dc0-9cb5-f2d7da5d3727;294442;BALANCE;BALANCE
a402c8f1-bf27-41d2-99a8-ac9290ea932a;348241;VIRTUAL_ACCOUNT;BCA
e458e9fd-da8a-40dd-9d3a-df9ad510c3fe;353505;MANUAL_TRANSFER;MANDIRI
f50cea08-ac4e-4a20-9fc1-f691d8aeaa45;450910;VIRTUAL_ACCOUNT;BRI
4a660642-3fb6-4eaf-9b39-5880574e7599;420430;MANUAL_TRANSFER;MANDIRI
9d9ba6af-2603-4854-ad33-8095bbc2eb71;296877;MANUAL_TRANSFER;BRI
ddfbf394-08a3-44e7-9145-f9ead23e99fd;430109;MANUAL_TRANSFER;BNI
6a97983c-2b07-4d7e-9568-623cb6eaa0cb;456965;MANUAL_TRANSFER;BNI
74e56b53-d929-410c-b268-9b99b1399156;125493;MANUAL_TRANSFER;BRI
6beea0ba-6f67-4be7-9de6-41d2ce559d43;179345;PAYLATER;JULO
c47e7124-8aef-499b-a757-dc8431ddcdfc;470234;BALANCE;BALANCE
8155beac-58cf-40e4-aff4-8247f582f196;270242;VIRTUAL_ACCOUNT;BNI
fc10463d-0356-4d7e-b258-2c90b2063349;448941;MANUAL_TRANSFER;BRI
5b1c8d6a-906f-4e5d-a581-6056635da7fd;160850;VIRTUAL_ACCOUNT;MANDIRI
03bb5a4d-5738-4fd0-a32a-8dd3773e8608;252054;MANUAL_TRANSFER;BCA
b1921e69-57f2-438c-8fbd-59d37bc10f43;427161;GOPAY;GOPAY
434fda7e-1c0b-4d66-8874-d42cacf44af1;270090;PAYLATER;KREDIVO
86923e83-e558-442b-ba9f-5e4dcf6250d1;340378;BALANCE;BALANCE
69b8a60e-ce80-4e4b-8019-a3ca685068ff;127513;GOPAY;GOPAY
405a0ecc-2482-4f0b-836d-ead7f9fef4ec;311270;PAYLATER;JULO
80d713ac-194a-4c6c-b23a-bbfecb35d4bc;283290;BALANCE;BALANCE
bd570b8e-fdb7-4912-8c8b-10562ccdf74a;359497;PAYLATER;KREDIVO
25dc358c-12b4-4abf-8c45-da95e76cecaf;299734;BALANCE;BALANCE
e7436d5a-ba58-465b-9b09-415e6c01f73f;187277;VIRTUAL_ACCOUNT;BCA
7a837249-9c71-4635-a5b8-e7d7de01f676;167082;MANUAL_TRANSFER;MANDIRI
c93646a0-02c7-4c91-a3e1-e99eabf82e4f;375211;VIRTUAL_ACCOUNT;BRI
fce1bcb0-1729-47f9-9f97-02572cadfbdf;121903;MANUAL_TRANSFER;MANDIRI
fe4df65a-e636-436c-8a49-adc19f6ef83c;123579;MANUAL_TRANSFER;BRI
85359a26-f4df-4dce-a3f6-7a34df05e9bd;154035;MANUAL_TRANSFER;BNI
ea7c9325-78c2-465c-8902-a708ca591863;477611;MANUAL_TRANSFER;BNI
42baf788-4888-45a7-94b5-c893ec36c64c;436250;MANUAL_TRANSFER;BRI
18f55a02-c179-47d7-a574-4c5ca2f9c48f;292878;PAYLATER;JULO
7ecf0de6-5734-4704-ac3d-993bb320e3d8;349203;BALANCE;BALANCE
97a03c95-02f6-4bdb-b94d-fa8270ff1e31;330636;VIRTUAL_ACCOUNT;BNI
09b16c81-15b4-4ef2-b1b0-5214fabc1edb;126951;MANUAL_TRANSFER;BRI
081ba905-cf26-40aa-86f2-6aa1eb66a908;286177;VIRTUAL_ACCOUNT;MANDIRI
07d2d701-d98f-4cee-9f1c-d3673fe284fa;284069;MANUAL_TRANSFER;BCA
c0fc2fa6-8516-4c43-9e14-f0af3cae25f8;205669;GOPAY;GOPAY
38812a1b-60f2-4cd8-b752-ced6dc747a5b;224072;PAYLATER;KREDIVO
3cc9d9cb-6068-4042-b0ad-dd3c7021f9d9;192940;BALANCE;BALANCE
8d7b777d-ee57-47ff-8c0c-6e966143834a;321856;GOPAY;GOPAY
fb5952bf-92f2-4b08-9b9d-5cd8e7c659b5;220368;PAYLATER;JULO
c5507da2-628b-475f-94e7-6e8013bae5f9;272404;BALANCE;BALANCE
8f0132e9-9a08-419b-acd3-3b9bd4f49a65;221626;PAYLATER;KREDIVO
e6cf2866-2add-4d8c-b43c-6d6df5a43a72;324394;BALANCE;BALANCE
ea751da1-f93e-4a25-9566-1ffcaf1f5371;472906;VIRTUAL_ACCOUNT;BCA
7eef6d41-f526-41b1-be23-b415a7b49900;457820;MANUAL_TRANSFER;MANDIRI
dcb7f846-ee2d-47d3-a473-2026cd95d444;310714;VIRTUAL_ACCOUNT;BRI
ab5d4f7f-91cd-43ff-a6f6-84d97fbec4a2;458090;MANUAL_TRANSFER;MANDIRI
e7ac09e2-2456-4cb2-bf67-9f40c723cbde;352079;MANUAL_TRANSFER;BRI
ebb65430-7d9f-4938-b220-b0c5d35d71cd;470855;MANUAL_TRANSFER;BNI
f46d4918-6d46-4b69-b3d8-f9ec97d5d0f0;346442;MANUAL_TRANSFER;BNI
3b2417c7-eeaa-4ef2-90e6-33dc5d5ab2cd;295168;MANUAL_TRANSFER;BRI
45d7ef99-ffa9-4afb-9583-8150fb20c6f9;418155;PAYLATER;JULO
203bc329-bfdf-49bd-a8e5-c1e8cdd9ba60;220685;BALANCE;BALANCE
a7e1161b-b325-4fad-95ec-7c5fdf130dd2;488724;VIRTUAL_ACCOUNT;BNI
db059c59-069b-46c4-a27a-d25bb520b5e3;366575;MANUAL_TRANSFER;BRI
e787616e-6e0b-4e4f-8190-8b9b9532f0a7;337182;VIRTUAL_ACCOUNT;MANDIRI
1cf545ea-5c43-481e-816c-7f42fa479046;246911;MANUAL_TRANSFER;BCA
400a3536-0104-4912-b1fe-7bb7d65a3510;321765;GOPAY;GOPAY
8684b64a-f427-4dcb-99e2-00753d1353f9;460584;PAYLATER;KREDIVO
9ed67890-a897-4251-ac2a-420a8c0f9522;162130;BALANCE;BALANCE
6daa4a6f-12f1-418b-aeea-b326b3b707bb;238589;GOPAY;GOPAY
c40eff5f-3df5-491e-9968-0a281c0ebf4d;334240;PAYLATER;JULO
7ee0e774-b0ef-42e7-82d2-bfdb4d7f7e1e;105277;BALANCE;BALANCE
dbb99544-8d4e-4196-83f1-520f6fd7e67b;438449;PAYLATER;KREDIVO
2ab2af9e-7fe1-4a34-85cc-b6fd7686e14c;212755;BALANCE;BALANCE
84e96bcf-0832-4444-87d4-828c928b0bd5;119162;VIRTUAL_ACCOUNT;BCA
738328d0-e0be-446a-bf15-e853d9d4f320;267539;MANUAL_TRANSFER;MANDIRI
8642b079-6657-4873-b2a4-8df47204c84e;288203;VIRTUAL_ACCOUNT;BRI
aeb0353c-efb7-461c-824a-74c34e68dba1;357053;MANUAL_TRANSFER;MANDIRI
faa92aae-b083-4647-abdf-1bfef6b946ba;158774;MANUAL_TRANSFER;BRI
689d79d8-e198-4ce5-a331-fb75a35105d0;359568;MANUAL_TRANSFER;BNI
599ee62e-34a8-404b-bc88-336cb4c5ff85;369225;MANUAL_TRANSFER;BNI
5040ebd3-918e-402c-b030-6a377454d05f;277400;MANUAL_TRANSFER;BRI
40bccfbb-658d-495c-a1e9-b96d23891790;496536;PAYLATER;JULO
f6421ebb-b6b6-4596-a209-a872fba53a40;177562;BALANCE;BALANCE
0a94ff71-e5a9-470f-bee1-648ed30f6c21;183629;VIRTUAL_ACCOUNT;BNI
ae35bad3-6d00-486e-ad0e-031b75d61159;194574;MANUAL_TRANSFER;BRI
ea5930a0-7652-491f-9bb1-3e94c6e96f1f;330875;VIRTUAL_ACCOUNT;MANDIRI
a0d5a911-6906-42f3-a32b-04db6eb9c004;394817;MANUAL_TRANSFER;BCA
3555dfce-4197-4869-9386-726451d5c474;434717;GOPAY;GOPAY
9f390eb1-c232-465f-8441-0cb0532d0992;384492;PAYLATER;KREDIVO
6b18d9ff-0eb6-490e-8151-ba7f0a920334;493888;BALANCE;BALANCE
3f505baa-e16a-4d39-9899-fcbb42121a70;464205;GOPAY;GOPAY
58baa7dd-793b-4aaf-93f3-5598a865ed69;250232;PAYLATER;JULO
d7fb549a-ef18-47cb-ac17-fab2fe64f43a;268308;BALANCE;BALANCE
f199592a-6731-4a7d-a20f-ed1a7855d86b;121144;PAYLATER;KREDIVO
f86a3421-7d4a-4f8e-a5a7-26dc9365ca05;496242;BALANCE;BALANCE
966e7a32-532f-47d6-a2f9-327b5bfec1cd;346090;VIRTUAL_ACCOUNT;BCA
136eb3ee-c9f4-475f-a7e8-4b11e9a13175;134463;MANUAL_TRANSFER;MANDIRI
fa6ec8df-2232-4e0e-9c04-358eee2f7696;150716;VIRTUAL_ACCOUNT;BRI
80a7978d-97b7-484b-9a81-7e2901eec7d6;235916;MANUAL_TRANSFER;MANDIRI
300d249f-142b-4a50-98b0-f96ded43ebff;208792;MANUAL_TRANSFER;BRI
77b72cf6-1786-4fdf-bbd4-42ea3966e07d;428987;MANUAL_TRANSFER;BNI
aed67233-7c9f-43e4-ab67-05ac8b36a6ce;453274;MANUAL_TRANSFER;BNI
1b087137-fec9-4f26-85a6-8c56abdc2ac1;478899;MANUAL_TRANSFER;BRI
e2075af2-9179-4d6f-a37d-442755f0be38;232153;PAYLATER;JULO
df7f56dc-4153-4598-b693-016e0e794228;313440;BALANCE;BALANCE
84bc6b26-0f17-4277-8a91-8cc1cdc61757;450822;VIRTUAL_ACCOUNT;BNI
b28d1680-c562-40bc-89d2-1541c334a233;101218;MANUAL_TRANSFER;BRI
ca381f9a-9020-4c39-8e91-529dd0909803;399945;VIRTUAL_ACCOUNT;MANDIRI
a50162dd-bb53-48d8-86e1-7a4531becdca;258540;MANUAL_TRANSFER;BCA
7237048b-72ab-4fae-8503-e16ae7bc5828;378326;GOPAY;GOPAY
e0406bfd-f269-46fc-8873-f9dc19641baa;380104;PAYLATER;KREDIVO
fa66fe75-6a1e-43e3-b36f-ace717eef6fd;295811;BALANCE;BALANCE
58a6dca2-bec5-4576-96d6-9d0331d6a61f;136385;GOPAY;GOPAY
c8465e89-7fb5-4945-865a-aa92b1948414;469839;PAYLATER;JULO
491f1bda-d3d0-42d2-97b3-25959af9a8d6;289043;BALANCE;BALANCE
684d03d4-c521-4044-9645-e44d90354392;474747;PAYLATER;KREDIVO
aa05ac65-8b59-4511-bb84-01700115271b;154163;BALANCE;BALANCE
b2e865be-2ba0-4f68-b441-0b83dd5d3cd0;459308;VIRTUAL_ACCOUNT;BCA
3915633b-e142-43bc-96c6-4d03f3e4b2a6;457278;MANUAL_TRANSFER;MANDIRI
0febecdc-ff33-4d28-8ba8-c0a156867a02;266271;VIRTUAL_ACCOUNT;BRI
407ef28b-371e-4695-bdbf-516155cd64be;249041;MANUAL_TRANSFER;MANDIRI
0891ae8b-484d-411b-944d-1830d39374f1;390087;MANUAL_TRANSFER;BRI
fdd1682c-1d3a-4d58-a735-1a979e928a88;449545;MANUAL_TRANSFER;BNI
cf0c0464-6ca4-4a2a-b01d-4e1b037bd6eb;347418;MANUAL_TRANSFER;BNI
9fa0fc77-a638-44b0-8f9b-2cdba940f6f8;458724;MANUAL_TRANSFER;BRI
c68a27eb-cbe9-4d37-b6c0-1b5e33d67950;250990;PAYLATER;JULO
acd1fd2b-13ba-404c-875d-5d136e0f3157;430709;BALANCE;BALANCE
42cf14d5-3a03-48a3-9fb9-7fc3be933244;363595;VIRTUAL_ACCOUNT;BNI
3baeff44-efeb-4d25-ad38-3b5d9073d54c;369940;MANUAL_TRANSFER;BRI
fde0ac20-4b32-4211-b3e8-df895f8cd439;212479;VIRTUAL_ACCOUNT;MANDIRI
a97bfd9c-2844-4fad-b25a-ec4ea3de40c2;274678;MANUAL_TRANSFER;BCA
d20760a3-bccd-4531-97f8-2620050972d8;236767;GOPAY;GOPAY
d5ea49bf-8f8f-4e9b-bc1d-2bab06214e9d;353674;PAYLATER;KREDIVO
c8c7d1d2-e97b-407d-b497-cbfefaf57fa4;497901;BALANCE;BALANCE
4d461110-6e67-42af-85f7-bac2bc336354;488207;GOPAY;GOPAY
86fa7296-f950-4920-89cb-2728c5c1ff91;464194;PAYLATER;JULO
44c35f60-33f9-40c7-bb2a-86e73d9670fe;112096;BALANCE;BALANCE
2c906129-2605-4925-8197-397aefb4caad;156569;PAYLATER;KREDIVO
5428fe09-ada1-4b21-b027-6226830d4cc1;449451;BALANCE;BALANCE
6edc0889-3170-48e7-8ef0-cee37cc39267;344143;VIRTUAL_ACCOUNT;BCA
1a4f57c1-7348-4227-a1f3-a2b2a59c12a7;359693;MANUAL_TRANSFER;MANDIRI
2c98f993-d4ba-47ae-8cc0-9a26722980fa;282353;VIRTUAL_ACCOUNT;BRI
4db6a94a-417a-4750-ba45-aa5d24c6111e;399294;MANUAL_TRANSFER;MANDIRI
c7059a07-c3ba-482a-bcab-5c782530d88e;309858;MANUAL_TRANSFER;BRI
a8315064-1b0e-4143-9cfa-a1c35a61209c;342746;MANUAL_TRANSFER;BNI
bd8ccab2-39fb-42ca-9e17-9b9a84fd0355;384856;MANUAL_TRANSFER;BNI
bb5739ab-fa43-452a-9bd5-f5f58f4154fc;144786;MANUAL_TRANSFER;BRI
0e384135-128b-4402-8051-445d391792e7;295841;PAYLATER;JULO
5e176039-97d0-4d76-804c-fc9aa37fca07;305648;BALANCE;BALANCE
f119cb21-47da-4f15-9adf-8c633f7b813c;407531;VIRTUAL_ACCOUNT;BNI
4d1101d2-e3bd-424a-95ab-b8f34c25d1a6;347298;MANUAL_TRANSFER;BRI
300da5e4-d62c-42c0-833d-ec5b2248ed2c;152538;VIRTUAL_ACCOUNT;MANDIRI
1bf87654-1070-47cb-858b-9d30ce52fe82;296938;MANUAL_TRANSFER;BCA
85532522-a8a1-4ee6-8365-e31ce226702d;304458;GOPAY;GOPAY
9296c597-43cb-4d79-898a-bae841ebaeee;182920;PAYLATER;KREDIVO
a1499d16-381e-4de9-a77d-42dafe806980;141123;BALANCE;BALANCE
1590ffa7-482d-4661-a7bb-a4034f3e7e35;243481;GOPAY;GOPAY
5297decc-ac9a-4bc4-ad18-91098c819847;182539;PAYLATER;JULO
f9b6c2ec-b022-42cf-b1cb-47ee3dc25521;441818;BALANCE;BALANCE
05a8f161-8d7f-4ae7-96b6-92e26ea5a27c;191958;PAYLATER;KREDIVO
38f69c07-cb5a-405a-9449-abc31ce31d4b;262943;BALANCE;BALANCE
9557b9bf-c15d-403b-a13e-8b953c7fd84a;319381;VIRTUAL_ACCOUNT;BCA
4b565737-9f67-49ba-9bd3-5a2481239412;407690;MANUAL_TRANSFER;MANDIRI
dd0060fc-506d-4b9a-9f6a-ebeda8793dec;229276;VIRTUAL_ACCOUNT;BRI
25c627e1-534d-4373-95a5-5b3ed6a5ff9c;107641;MANUAL_TRANSFER;MANDIRI
38a2f97d-9485-443b-969b-02132836ea4d;497180;MANUAL_TRANSFER;BRI
1523c6f8-bb2d-4418-966f-eff70db9034b;227417;MANUAL_TRANSFER;BNI
eac4eecc-8914-4a40-a17d-f7a4f3e2db77;297130;MANUAL_TRANSFER;BNI
b683b58d-b7e2-402a-8447-20c05ace0ec9;388982;MANUAL_TRANSFER;BRI
13e71e19-35d8-4e45-9f69-8e894b93cf70;464797;PAYLATER;JULO
00736520-9150-49fb-8816-db222e940a1d;411013;BALANCE;BALANCE
8222ec62-2c6e-4fa9-8d34-6caa3c55462c;252234;VIRTUAL_ACCOUNT;BNI
a9cda239-5303-417a-b460-ba387ade022d;303210;MANUAL_TRANSFER;BRI
cbaaab09-79f0-45c8-ab90-7b88e3ad4bff;345285;VIRTUAL_ACCOUNT;MANDIRI
f5637da4-ae2e-46c4-abb1-83db730bd58a;232147;MANUAL_TRANSFER;BCA
9841ce36-15de-4130-a000-aae92bc50493;141845;GOPAY;GOPAY
9970a379-fc87-4e98-b7a9-cb22bed461d6;392905;PAYLATER;KREDIVO
23a1c184-8291-4441-ae82-29726d4c2c1a;412917;BALANCE;BALANCE
436d2cea-24bb-422e-a50c-8f6c2cfe26b2;475971;GOPAY;GOPAY
e6eab5b2-e8f3-430b-bfae-a3d6a0568412;405527;PAYLATER;JULO
7c0de8b7-4977-482a-8a07-452f41f76f2c;247779;BALANCE;BALANCE
c66c2fe4-6ca1-434b-92be-39a9bf0d7d97;146302;PAYLATER;KREDIVO
9a480a2e-a877-4047-a41d-c2e865e68d2f;156216;BALANCE;BALANCE
899b9695-a1f6-4fc8-8b79-7a6192882937;158439;VIRTUAL_ACCOUNT;BCA
fb239a85-abbf-4988-b800-a77cc3f67b6e;362121;MANUAL_TRANSFER;MANDIRI
8e067e60-7306-45aa-b4bf-dbed3d2f9dcb;150298;VIRTUAL_ACCOUNT;BRI
6e102ffc-334f-4e74-b6d6-344d1a7a4a61;295792;MANUAL_TRANSFER;MANDIRI
8cc40957-6ff7-4b5d-82d4-65585e7a8206;468988;MANUAL_TRANSFER;BRI
af76af3d-363e-4b01-a99d-441ee8e5b333;215205;MANUAL_TRANSFER;BNI
23c9dadb-35ae-4a03-bf2a-487416a4ae50;243680;MANUAL_TRANSFER;BNI
d022158a-1dff-41fc-8162-2c64b6a391f7;137091;MANUAL_TRANSFER;BRI
4987e73f-daba-4c3c-b365-d2533291529c;198922;PAYLATER;JULO
933de1ea-1836-4085-8191-57acf0aac410;398254;BALANCE;BALANCE
bca36a78-5d7f-4829-a2ff-4234750fcd2f;367095;VIRTUAL_ACCOUNT;BNI
5fcde0a2-f44e-45ab-896e-99cf5907784d;351118;MANUAL_TRANSFER;BRI
1ebbd873-4f40-4149-91dd-ca28408d1503;422362;VIRTUAL_ACCOUNT;MANDIRI
f4a57bd7-9702-48ae-bc41-894b435a549d;125459;MANUAL_TRANSFER;BCA
b3028a63-cf49-4dfd-be6d-9b932e052384;184194;GOPAY;GOPAY
77a0827e-057a-4aac-9b1a-b13574de35d5;330273;PAYLATER;KREDIVO
d61d92a0-aa56-471a-8537-fa7c166d6c2d;425618;BALANCE;BALANCE
751ff7a4-723e-43a2-baa8-36e05d34b3c1;417126;GOPAY;GOPAY
9a42a66c-1350-48cf-8167-897543d8bc80;175489;PAYLATER;JULO
2b614fe1-fb70-4cff-b81f-220bb578b194;126521;BALANCE;BALANCE
d2a8e192-3311-4bf4-83fa-e4fdf0cdb3d7;204306;PAYLATER;KREDIVO
feec5ddc-8b9a-4786-860a-2d5f0a3e46e3;417884;BALANCE;BALANCE
0092edf5-6dd3-4450-ab42-f78d2f287ed3;191336;VIRTUAL_ACCOUNT;BCA
7a1db47d-0de1-4b69-acf2-a5a500a0fa25;369702;MANUAL_TRANSFER;MANDIRI
7710566f-bff2-4318-aacb-f525f0c4a4ff;238585;VIRTUAL_ACCOUNT;BRI
b717a598-ca58-44c7-9f06-bbb1d69a8432;206672;MANUAL_TRANSFER;MANDIRI
afee1bab-70f2-4784-bed9-7873b5f097b1;289780;MANUAL_TRANSFER;BRI
acfbee0d-338f-4051-be2c-3bcc4e0f818c;208105;MANUAL_TRANSFER;BNI
ecb964a4-a748-4fbe-bc77-8091e9f57dee;207509;MANUAL_TRANSFER;BNI
702a212c-44c4-41a1-a1d8-f80784970d0a;317055;MANUAL_TRANSFER;BRI
e2a7912b-ccd7-4bb7-904a-21203d6cc0c2;306816;PAYLATER;JULO
89352c0d-030d-4ff1-bf4b-7bd6c92c05a6;357422;BALANCE;BALANCE
a81c7aec-ab0e-47d7-93c7-f0ece10f0d2e;106763;VIRTUAL_ACCOUNT;BNI
dcfddb2e-0862-4c1f-8fde-7be6e9df94bb;389174;MANUAL_TRANSFER;BRI
fb7b2bae-24fc-4f8a-ac56-b04315a07b86;435293;VIRTUAL_ACCOUNT;MANDIRI
2b5ce4b4-4b6c-4683-b81f-b3f6da847e91;122001;MANUAL_TRANSFER;BCA
46dc454a-6446-4049-9d93-d90ebe49042a;293822;GOPAY;GOPAY
ba12ea51-3575-40e5-a559-7c1d18261e68;393108;PAYLATER;KREDIVO
a1f6fcc1-08de-4903-91fb-0e4ce7d74003;163892;BALANCE;BALANCE
582687f9-f109-49e0-ae01-656de5a01d7f;253489;GOPAY;GOPAY
275354d7-9281-4ba8-8bcc-5810572bd3a3;280902;PAYLATER;JULO
4fc1140b-0597-4a9b-bce9-0e8eb4ab948d;333825;BALANCE;BALANCE
59a60c9d-dce3-431d-82d7-f3db1ae1697f;278276;PAYLATER;KREDIVO
5a974890-7a57-459a-9f75-cae3b5c89e55;428213;BALANCE;BALANCE
be9fcc21-e75c-4c41-88f6-777d39e85a09;482897;VIRTUAL_ACCOUNT;BCA
634c37ce-e88c-43bb-a023-eee42ecab505;436722;MANUAL_TRANSFER;MANDIRI
e2655aa4-6443-4e5b-9603-83e6129a1f15;382594;VIRTUAL_ACCOUNT;BRI
