transaction_id;material_cost;insurance_cost
30b8b779-5cc5-40ec-b7fc-e70c47295dbe;59938;12174
6c2f56d7-ea45-45f2-84bb-6b804cede37a;53195;10607
a890cb60-5d0a-44e3-9d2b-b7798478d0f0;49434;10885
61814789-f6fe-492d-a052-cb2b59556d98;34558;28616
63909bad-fd77-4059-b070-19932ca94187;48278;19896
969893ae-d94f-487f-b51d-bb4d6ef810b1;37890;19386
a8026f25-d87a-40a1-9948-0697f8ad43c4;31090;15554
0bcef977-4f40-481d-ae9e-b606e6175fe3;45140;23176
06b2edae-e257-40dc-b937-aa23588aee54;67329;26970
aa4a9209-06ef-4d86-9b2a-1541c68b9b04;52488;16246
9c15d7ba-6338-43ab-8982-5ca65bc3de73;35110;13121
b4d83828-7f29-444d-bfe1-d07b020d26f9;31075;21849
94920558-0261-40df-b5b8-3f10c7d949c7;57038;19706
30eed210-c32c-47e5-b15d-53f2784480cd;34941;17500
34118fd3-a676-4d8d-a00e-b560834656e7;62408;28865
e97ff6a1-23d8-4c90-a709-8e6a9928294b;48891;13339
ef0b65cc-f75d-4151-9a72-e838689b363e;46417;19073
8289ad2b-c54e-44e8-be8e-267dd70f1924;67233;10668
f486996b-e8e1-471b-9e46-af94af56cca7;33994;25523
ffc2ee24-93e2-4448-b518-70d3743e530b;61446;25604
010ab3cd-0872-4237-b2b5-df97e1f3a775;48353;25674
f3b7c708-948c-4b04-9bae-7598162d6804;30606;12528
6f279f9c-3d30-4c51-96b5-3954966f3233;44005;16298
64f26de5-8dc5-462f-87e4-8b3373227d24;36857;22791
7f91622d-7f82-469b-94bf-8c27fe11768c;30403;25017
15ab73d2-35aa-48f3-8698-5a45967d1b1e;49114;20672
c18f0e54-e5e0-4639-aa9d-b6cf2dcf6fab;51434;10772
2cebfea4-99f7-4733-8571-b90782a3b675;50076;22987
440b3a55-ac3d-429d-a6a3-55576fec97f7;53670;13986
3ba73eb2-408f-4f65-be23-d94fb561860d;44242;19509
1d50b99f-06ef-4512-bfca-a34bc2732833;44159;10305
20d041e6-925b-4771-ac6e-4feed9e86be0;69239;14102
d73660f7-e77f-425e-a87b-788825fa2f92;63742;19115
4c6c77e4-ec00-4dba-999d-3fe47d0fca6f;65435;28925
626ee39f-d0d6-4967-9307-22dab188b0a0;54430;23188
7669a0a2-6fcd-4bcb-a7bf-f5dd6b6304ec;30412;29246
f80f34d7-e1a5-457a-87c4-fd1ff8f90150;33017;29051
072614bb-d0d4-4ab3-9f0d-48dd1f66f62e;40952;18135
4bfbea22-1f41-4e91-bfe3-16d87d3f5ad6;44249;23285
bf5aeea3-e7dc-4d84-8db7-6a0d968c7e75;39376;26137
b026a1d6-a7ad-4912-a324-8c40c7f86863;61931;24361
e0c5b67c-fd45-4459-ae97-7db707596278;60582;25374
1bd96a65-b808-4297-8b1d-879ad9be329e;45649;21059
b271f5d0-11ca-4ab1-bb65-d85e1433b511;32588;20958
50ee20e0-9740-4c8c-aab8-e70ebce7b915;60992;13958
2774ae8c-5ca3-4ada-9aeb-237a9eee2e17;47953;17709
13f7357d-32f6-4703-b067-c507b4089139;56502;22656
4b2e4b67-fff4-4cf6-9ffe-4f97b1c9920b;62674;25737
a261a6e3-0530-4d3a-8322-76e0c7031a79;47186;11008
105c4a80-ff32-43dc-b9d0-e847548ce53f;59072;21384
99ef6de6-01db-4c84-a117-46fa106c220b;58279;28371
38a1ce2e-7eaa-4d25-bc71-71b6fa44481e;37520;16064
160a5d3b-9de9-40c0-8612-b54c205c2d1a;68422;25949
4a3c8905-33ac-46b5-b8dc-83b4e59fd683;30652;13172
16b18bb4-d8ff-43f9-95cc-d13e9e71601c;47855;10301
bcd91c49-4b34-431b-9931-bf5f97d83263;49664;28377
286ebe1f-f699-4a24-9a8b-712438903b27;45720;26675
7bd73a36-9e01-4f90-9f5f-308c2036afdd;32710;12013
e731e38b-dcb8-467a-9324-e96f5448b4e3;45650;19763
9a3c6989-6c51-4e31-9b75-e13ebc65d504;54096;28052
39d5d8a3-76b8-4949-9419-b6cf05120e07;40267;18800
1db35333-c315-4bcf-b9d4-942c048cebb3;69036;15907
725774d0-a0cd-4c86-97a1-b705c478d14d;34331;27219
13e096af-6e86-4969-8bf4-6c58e9b74327;51414;13339
c9f3bdab-6ef1-4b72-8083-471a6fa69b8b;67212;11142
32cc5834-3851-46a5-98b8-33f41554ae0f;60017;26309
33602f3f-4f3b-452c-bcbb-7970a67fd22b;67826;29045
9353c901-be59-42bd-b764-16c4331a8500;49077;23805
2ea42c16-53f7-49cd-bee6-803adf98020a;61679;17090
68a839c3-54e6-4c7f-b574-4137c7f92ed1;33759;16984
6cc8429a-cb09-4713-8820-c981d0457716;44621;10284
5fa7394c-029a-4da4-9cc5-5682adbbe12f;47642;25520
629b0459-1348-4ddb-b2bd-9af71c55a897;62227;19568
8b822af9-3cbf-42b7-9f8c-e38afed9bb96;57889;27223
00876104-5713-453f-bf05-50cc22cc5abf;68575;10949
ce25d982-be4a-4463-98cb-7f2d13ce7c65;61214;20287
fe5b3028-79f4-4cf1-ac43-0bc4a767a8ce;56878;12539
effe396c-489f-45b5-ab61-c02c608e070f;31557;16247
10522b5b-34aa-4c56-bee4-7e8fe3e84317;51843;22649
a100e714-dfb4-4751-9768-27009a99ade1;39984;15614
692fc920-7be3-42f7-9cf7-1e2b3c3e6d1a;33756;20751
43133d66-e8f6-45dd-88f9-3fab97ec5d0c;44252;15610
2c7bd98f-940f-4d38-ab23-40d5d7d2b224;34584;12420
f8b80b8a-b308-4028-b34a-bb20b4838188;43076;26860
40572790-ec5f-420b-a9f2-b645001913be;54376;13982
54a9cac4-c971-4ed0-bc78-39a00e6543a6;62647;25058
d5fe29a6-f521-41c0-b304-7395c7db9ade;47077;28876
19c4fe65-f4e7-48e2-8dcb-735f8362150a;42754;27040
316df847-ced2-41d4-91fb-f7a9b468d4f4;39421;19148
a6e5cec7-3803-4910-976a-68034cdae32c;55519;24194
2d534a98-8d54-45e2-bd52-62fcd9d2b2a7;32838;27297
7a7ede12-a536-4090-9ce3-0d6a76570195;68144;13292
8c5511bc-c4a9-4a87-911e-59d41e34eb1d;44190;10602
39ef0589-b5fe-4eb7-9ed0-8a5c9377a5df;57274;29415
167f641a-967c-4621-aef1-7f2eee0192ea;46983;11563
1230b7e4-154d-4062-b6cc-5e7b966cffbb;64908;27076
5dd204c1-13c0-41d0-b338-c51a18101dc1;47005;15218
6ce3b18c-01fb-45c0-84e9-8833f8fc335b;34351;19260
3c856f38-af26-4023-aebb-a4b2482b6fd4;62801;20780
c2e95860-e6a1-4383-ba11-8483a90d0371;54426;16237
b49e4605-49b6-4e49-858f-68998b0775f7;34124;20410
75719111-7153-4654-a559-199c85af09ce;65348;28387
e07fe453-422c-4208-ae2a-dbb1148c7f2f;44712;14862
ee1bcac2-c56e-4e9b-85e7-04e2241f3118;42421;17300
9a09e531-7b77-4ce0-905c-22a635a7d501;42959;25025
c4af9600-105e-4c93-8457-9d7f7dc78a40;68409;23774
9a95f3c3-9fce-4b34-b2d7-d25a12d27c58;48282;25064
0c0ba8a5-4a3a-4593-8ef9-cbb373afc4be;44361;19657
ed1bae8d-45e1-4839-bbf2-44e5be4c5bbb;40810;18480
7cacbf53-eaac-4bf0-a0e0-4a1d2071443c;66088;22279
bae77d8d-c226-4c82-9a45-a9b0194884be;55825;28761
1d33d5f9-b7e8-4122-ab09-23d81c98c65a;64259;13016
bf3b1a29-8b10-407a-8046-82d292c1e52b;69980;14980
0c94e9ec-e344-48c3-ab8b-b1548090788f;47244;21148
74ffdc6b-ef76-4a5a-a5ba-5d08ae9d55ed;34280;14277
3fe39b37-20b2-4a1b-82d3-7f1ae708420b;56031;22395
305429b9-91f0-44c7-86a1-6c4de7e3cf3f;52147;29906
03518df2-0d4c-4965-b689-696f31b4dd76;37889;16143
448711fb-3ae2-4c4c-aa70-c63ba745b049;45134;24766
38d74560-ce93-4b3e-87cf-6f1f59f29d87;47343;27528
a9cdca60-83f7-4f3e-acc2-4e72f556c8af;36557;10751
4d070879-b4d5-4e38-85b2-50db45e790f2;32753;11972
31063f56-c186-4a0a-93eb-84d1443d1b18;54687;25996
39dab2f9-569c-47ca-a88f-e6a548dab9cc;36544;27530
7c69c48e-7dd7-4b32-8a99-aea37cc165ec;36632;29765
4b6b7618-13b7-42f6-9fcc-49862165c7d6;52476;23579
0a3711ca-5b6e-499b-b27b-0a70b008ceb7;32739;20323
9e3081db-4859-40a9-ac11-eafe4c6a7162;55383;27113
d67def42-64e2-47fd-9727-73adb1329ce3;59209;14082
6cd63d21-c655-4141-94c0-7f935442d61d;56367;16627
50d39ca5-7828-4bfa-8ab1-a07c4476d216;39154;27330
afb2c085-e2bb-466c-92fa-3a449bf02004;44534;19430
2090e52b-f17a-4656-82d1-5ad0c34cd41e;46800;27723
9d183ddf-74fc-4f38-aab4-116976ffcadb;56324;18976
586d9292-3276-4289-9148-17655009d9a4;36279;17350
0e4f46ba-bb01-4012-826c-fd8fb36aae3f;55782;29888
a7cc7198-e43c-4755-bdf1-b4536cbd74a5;48422;18559
5494a028-8057-4ce6-9d8d-e6ee5bf9a4c7;55224;10852
ed8e3b5f-6a1a-4740-aae8-2a6992ad488d;42735;15776
62a0705c-e2d5-4698-ac9b-07cbd42b435d;49003;19013
27c4dbaa-d783-46b4-a732-bd3c15997bfb;68779;20354
ae5fd586-229e-48b5-84c6-74570fb41b85;54734;15076
9eacf6e4-6d0f-4d01-91a8-14863f1ff0f4;37113;19537
0793c591-694e-421a-bee1-5660289369cc;31329;23339
d8081427-f3d7-449a-8434-c0d26fa7f5f0;33581;25225
6b573036-a94f-4b04-9119-1e06593bbf69;36393;20442
7898c90d-aeff-4962-96f0-e27fb4015b8f;30271;16584
dd06bb33-d4f0-46f5-95f4-e3915085d3cd;61227;10300
55f4a286-2c56-442b-a9d8-fd6bd9a5200c;64045;12781
a2b2710c-e94f-4d50-b865-2ac9031be233;55480;16159
83ef4d8f-fb68-42ba-8f22-9f62588b4d08;40862;24298
6b3f0f4c-4daf-42b9-a2ae-0a50290f056d;68857;25790
7b5111a6-fc00-4308-9ac5-7b16c67cfff6;50622;20455
fedbfef9-5e7d-4d0c-97d9-46a431761ce4;34191;28730
a0af1df6-5115-4912-85d0-109ed632df5c;67707;25719
f3fd7ffc-00d3-495f-beb4-9b9dc499c45e;35272;11572
6c073e89-5b7a-4347-980e-d5cd55a2c5b0;42533;10702
e6c1bf87-3895-4f2b-b459-d5066dee30e6;66454;12520
248324fb-7564-4737-8f42-349a2aca91ce;58963;25018
e41ce1d2-86f5-4fde-aae8-fcadf5e6d038;34878;10528
6cf5cc54-f32f-4f4c-8328-1b705050a16d;49226;13532
98c71f7b-297c-4f77-9a73-431cf634ba00;38001;15433
1f905f49-4f93-4877-87f2-4c402f8a532e;36924;25741
1c632567-6311-4a8f-8abb-3ee50d3457e6;54027;10281
c7ac5ebe-57df-414e-b9af-48b829e05c69;45065;23262
1c505ee8-8e4e-4f77-a4cf-610be690e3ee;69351;16455
30bfb3c8-1f04-4069-bc15-d6712fa27995;41519;21935
24c79711-2d8b-4ef4-817b-c980c8b26ee5;53391;15808
eaf4c389-29c7-4215-b438-8c53576f251c;67736;28084
09033486-34d8-4005-a4cc-b3c517a6ed73;53075;24146
8d6e0732-6a3a-471b-a96f-b782ad30798e;50822;11786
5fa56017-f3df-4055-9928-da97b757cf4f;63043;27004
7810aba2-597d-43f6-998d-dafdc13ab883;43258;18969
1be6374e-eae9-4413-817a-e6c803e5c786;43839;22587
7c7b0093-08c4-4f33-9909-9413d9f58c64;69333;10040
a024d4f5-2369-4067-ac36-a7334031dfbb;39299;17639
59c90be0-8623-4a45-9378-5952de00327d;66222;24650
50ca26ce-f097-417c-b5b8-22d0bf25b8a5;38834;11970
e33f8090-7709-44d7-8979-d5f55a57b156;65489;24508
22264ec2-4f8a-408e-a5f9-bfd0c8ed8664;54664;18535
25177414-bfc5-4fa6-93eb-57c676010b82;46058;23260
f13355a0-88a6-48fe-acc0-80665e785737;48280;20495
2699c241-c340-47b4-b3a0-884840b082fd;52794;21672
f8ece4b9-c546-40b4-8465-ea809a8cfb08;34857;25631
e350fe07-ba87-4534-af58-50712c3641c1;44938;27948
4d68b755-fbce-4065-944c-d2ec5f79416e;63861;28519
ed26e9f0-1625-4342-86bc-94f2f6fece2e;36893;25178
4f41a6bd-20cd-4227-98ee-02f5bef421ce;40308;28936
5bbccd58-4548-40b5-b1cc-89b4e1848eef;65760;27347
1ae782e6-d1d3-427d-8984-24a8387ae5f3;44233;17876
c7498b9f-c6ac-4e8a-a861-5bef2188fa6f;58182;11705
5f38e91d-0fea-4265-8baa-8de753399750;53836;26563
a044b8cf-7118-4bd4-a930-7e287a7a9d19;34345;16742
e900cb6e-55a3-4b60-add9-1159e9196a9d;54240;18106
3b0b8b3d-998c-4381-83d5-fd48b7320c51;35410;16945
9467fa5b-dad5-41a0-9cf2-de5efc9fd2f7;37052;28143
017408bc-614a-4920-95d9-43f3215b2dd3;45766;24353
ae35fa14-588a-4551-87ab-1027896e0334;43721;20350
607dbe09-1d3d-4d59-814c-42c7788f9952;67130;24383
30bf58ee-f2e1-42dd-882a-84c9a98692e5;60643;21769
76f3e29a-9629-4843-b23f-69b902f95403;61460;20751
9d4a3bec-ec34-435e-bb48-c63dd78d978d;65569;14700
bc143c77-0deb-400a-bb44-ab6ee8ab5c95;43508;16409
16faa33d-bbdf-421c-8fb5-572287679092;31371;16834
8670d930-5859-41d8-96a1-7950875d574d;46451;21086
b0895df3-ab10-494d-9edb-0938b2fff2ec;63018;25184
0fd864aa-1d0c-4733-8557-822d0af0ba32;33039;17352
518324c5-4fc3-4d19-888b-6977064781da;69738;21261
0d4f66ea-8312-45c6-8efc-f035ab868098;69780;12065
a140ca80-4416-4f21-98bf-8b94952d3934;61575;20653
1d031cb2-8754-4424-bcaf-2f614aa00aea;64219;18060
bdb7c6ad-9930-4b31-8bee-acf8b7615915;30555;20418
4199d29f-0ea2-4eb2-87a3-baf2a3bcbf33;60916;14811
b585b767-6d91-4c01-b7d8-a252cbb8117f;41526;12816
ed7cd76b-7a8e-4de6-8861-0e79a742de6e;41419;27127
b9e7ce74-b8da-41d1-bf62-76aeecfa989e;47331;13783
f93f7ea2-975c-435e-bb20-88877032a7aa;59867;27600
79c625f1-6df8-4af9-a50f-26013dc70ecc;50799;24206
ff56fadb-d217-4dd3-83f9-cde81a05142a;44660;11785
8776e310-3dc9-4d2b-b7cc-3c67ac60a85c;31972;22101
aa434838-ffcc-40d9-b1d2-b424c0a16cc0;35765;29611
e77169ca-d8cf-4f5f-8892-14f668b71bd9;41448;26444
63513ffd-6ac6-435b-bf84-95ebbc9db28d;46597;20590
318ad412-8c6c-43d3-89fc-f1097ad5349e;46058;20048
8bcd2c5a-1e28-4c1f-b942-a4c2788f8a84;42923;28603
d12b06f9-17b6-4917-abdc-3c12cd8fab4e;54767;24175
45a65c0e-e212-47e8-b94e-b4fce28573d4;38842;12044
11fc8e83-31d7-44fe-ad7b-61b8758a000b;61504;28226
d179daea-c193-4620-8da9-bfbdf9aa59a0;30526;21099
f4169a75-0f10-412d-b0d7-0db19287ca5a;50829;20176
a353985b-af47-4bb5-8bda-a1935191809b;47380;24389
122565a6-16a7-4a97-a1d8-5fd7c9898f28;33845;29569
d967cd21-3fea-4be6-801a-548b4ea03c09;34986;26385
91d42cdd-3964-4891-8347-309ff3fe5d9c;38508;12368
e536f6df-63e5-47ed-8e88-254461e2cd17;46656;14314
d748e782-b2d9-418c-af1c-bb0fafd2860c;40040;22161
c2cd89ff-f133-4ef3-8bdc-3ab72d234148;57696;17886
5369bc91-0857-4574-aa35-6b8389bf80a9;50989;10267
06cc9727-7c31-446a-9d7c-981b7c60bfa5;54781;10153
2e89b478-15da-4446-a10b-427394f92d45;42815;12344
546f3c9d-fc85-48d5-8ba3-6668dce1a07a;41107;22393
4a0e58f8-960a-4634-a01c-98ef66cb94ba;39902;29904
d3fef9b4-8a9f-4fd1-b1d3-88c7aa5d3d7e;48915;16061
bc943008-9080-4546-90d2-ecdff104eab9;35270;13481
8f57ecee-2fee-4198-aca2-3d75e9fe30d7;55646;16612
63c8ea9d-a2a7-4e63-a46b-172f6802fa57;33679;10999
48940b6c-baa7-4b6f-a321-9bfc7778ef40;54541;12604
b9e79cd0-31d9-4801-929b-58d4eeec586e;44276;19249
1eb3b73d-e3a1-4129-afa3-a231f486e14b;62386;14222
3f838d58-0b59-4d61-a3b8-89cedd3a33b3;32077;17571
b1450930-ee32-4216-88a3-7daa30fe9159;34726;23024
58ddfaae-565c-4ae8-bdf3-0d3d2c76aafb;60637;12212
3e417334-b7f7-42ed-9a6a-fd174d408260;35707;19746
2736576c-f8a1-4221-a006-a18ef40f1a3f;31951;14897
4b272e60-d16c-4beb-8f5f-51698542254f;62306;21557
f9a2c28b-04fe-48fc-ba1d-8c89b53accad;67463;22970
6f298527-d183-433e-a528-0a092d8cffd7;58983;10762
c45e0f14-a079-4809-9c84-b9e2f60c412c;37811;23885
d2cb179f-021f-438b-83e3-6dfe67b49f3b;48648;13966
32dcf144-3245-47f5-ae51-8c8c7cc729c8;58542;28821
f1a101a7-f785-47fa-94e3-9fecc9d83f8d;47194;13765
e2a6dc19-4f15-456c-8715-36102eff6129;55494;27993
a63a4153-1165-41c1-9936-3bbd50622664;37096;23743
4c569bd8-fb3d-446a-aa5c-4fc6cdb9c190;61472;26526
fc04a90f-cbb0-4c8c-8609-448a194d2864;48069;28808
1c313c2e-9e84-448d-8430-31487abdf84d;37295;21988
58b04531-b133-4184-a87d-d7de8cf69a51;45282;21765
fa3b1bbb-f4fc-442d-9ca2-ed955ba28496;33253;28431
847a2fd7-5eb1-455f-8ff0-56f3f6e1c0dc;40510;17184
37492d11-8cd1-4e74-87e1-16f48569a770;55803;24052
3723141e-85bf-44e4-8fe4-0b0b0d80bf0b;64492;10745
435fa7be-c5fb-4f0e-9db6-4b7c73121350;54640;17715
ef9637ba-aaa1-466a-8358-e5f818d4e3af;60115;19270
0d464a22-bfce-42f4-9b2a-1a73da059331;66955;10678
ceefe8ed-df8b-40e0-a580-6a8970d56f5e;60531;20750
473ddb36-68ff-4673-a72d-50f601b5e86b;55553;10060
2a4ca095-c8b2-451e-bb98-e392b1a08caf;63553;29985
9f2e56d5-fba0-4a8f-b0ab-8a60892faead;68063;13659
cb168cdf-7e10-4f47-a889-2c2c35067c5d;33052;12842
6aae6295-fa4c-4e65-a687-1891461f1952;63075;23842
33535674-15fe-496f-bf98-8e5a37d72b6e;60921;23079
61d7eb6b-6701-4b49-894e-6d595e5a3c92;44390;13742
0800ad37-cd7b-40b9-b41f-5e37700e63aa;53726;28639
cc6f2f56-0562-4079-b12b-920d58ea0ffb;43578;23271
d08d8bd7-b05d-45ea-b191-291d5bb18bf3;66960;25275
3ba2691b-36f4-4ac2-adbb-3ee96bd543f9;34703;26489
30b59a39-a6d0-43bd-84c7-73ddea0223c9;48226;23264
f1c99048-3a33-4688-b61f-5aad8e882af9;62187;14146
3b4d609c-24f0-40d0-bc05-faa6978756a5;54495;23121
25ddcc8c-cf46-4529-b871-4fa0170bfeed;39790;28289
f32ca56e-f9e3-474f-83eb-91ae79ab1d38;42167;19157
f79b2437-82f0-40a8-ada3-8b2444133407;38199;14133
67bb4d74-57d0-44c7-8223-4143fa1a44d9;47797;17081
38f568d0-445e-4d32-9d1a-d8de258a673b;49177;19938
7e0f63bd-fe61-4431-8d7d-4e71e8f19cf8;55715;16389
c5f9f6bb-5450-4bea-a75c-881a954341c6;48612;15400
26aecd3a-476f-488a-acd4-a52ba5cea371;52340;23386
f9dd7932-3ffc-4439-964e-1c9882f3da00;55890;16272
45d94e69-4616-4459-897b-0505cc90d72a;39895;13076
6121f3ea-b01b-4025-887d-a78f18fb526e;62190;19752
a60b7632-dbb8-4e40-b0f7-27c3f4ba538a;64447;22516
96430c1c-c7ff-4e15-9113-33b5b0c32642;48935;16874
fc908ee4-c384-463d-a0b3-7fb17705942d;49149;18028
bd5a1a7f-86b0-4fa7-8533-9957fe1ef412;67222;22819
dd8c38cc-0712-4cfd-b859-164f56458a80;30954;20051
c36d15e8-0837-43be-843b-bd9c094c0aff;60563;24752
a094279b-643e-4cbc-9220-c4408d2e2b15;53921;21047
e6cbcda1-6f8b-460c-a703-f2157fbcdbfa;51243;23014
09d7d61d-f531-4a2e-b3ad-de8c3e499a02;33200;29384
a0332548-a8a6-4bec-a811-ea3533a678af;69613;20841
f7f9f5f1-b877-4314-87eb-3ece9c7ffb20;54116;24613
30a3df04-9da2-4415-83a9-d47c2a1ad4cb;55811;17203
11a99b93-f0ee-486f-b79a-efa913d36f06;34692;19938
e97dfb9b-f4fc-4077-8a26-a819640aff1f;40930;12593
0d7853e8-549b-44e9-8c4c-4652d1a8ad23;54891;20863
f7bbc54e-54e0-49b6-b539-04ffd7db5e3f;40139;26130
3d601814-a040-434e-ae72-876572de8eb9;37952;16767
f25b8c61-a778-4e02-a8d1-d29ee83fc263;38507;24754
112f53a5-9031-4b12-8c81-768c33852f01;47364;11172
9e3e1b63-d409-4fbd-a3c7-21b908b56ecd;44614;14736
eee581af-6fa5-48fc-9350-06133cb5b207;33478;13817
8819cbd3-bd61-42bf-8bb3-2d18297b57d5;48404;19608
a2623f33-92b3-4749-a1a2-f735366c4657;38792;20393
8ade81a1-c528-49b6-a5fc-1dc454dd6ad6;61013;25564
ad5d1f47-cc36-41d0-96c2-ea79e9751f0f;48616;28857
e2264d3f-7246-43c4-af07-cf9d0d9557fd;45077;12546
b3d1e537-cc14-4a60-a208-8ee57495b6e9;68324;21719
9a31f7f7-e8e9-4c5b-88d8-d2d6d356de91;41453;14586
d35c9b21-ff5e-40a4-b404-01aa8f490664;48674;25917
b305b991-929c-435e-9b4d-5bddde5e08e0;59016;10137
7f06ed3e-e120-43a0-a1ce-20cb7b6b3170;33328;15754
f86cf184-22e8-4406-993d-675e1e2de92c;40330;28847
392a4278-cd6a-4015-9791-74241f57b9d4;57084;21305
939a09e0-4895-43fe-a41d-df3a1ffa6f21;55830;20792
21db47f8-4189-4c16-ae99-b153d0168854;30316;25434
2ab0de58-99bb-4958-bd35-b1411908e61e;45435;12620
07b348eb-5f61-4dac-9209-889181b2f155;42265;22517
33b1b664-8975-4af2-b610-7d1e4e8d69ea;33140;15600
a4a072d8-54be-4147-8347-0910404d892c;39305;23200
f17feb87-2618-4d66-be84-bbffb5c858d6;38216;22300
8cd6be8a-6a90-48f3-a817-b3abbf09415f;52663;19955
d5034cb2-5feb-4e43-8bfe-4d770f55f2b1;41380;12688
6596b1d8-03c3-462b-8467-b28c31866b43;57144;11095
42b503ce-05c6-4348-b59d-c163d235cb03;69466;25065
879702fd-bc3e-4404-b1d0-0d2fe8664d90;51268;13902
9b0e927a-39f5-41b3-99cc-68f8cfa2a1fd;62271;17075
937028b1-65b6-46f6-a5cb-43457f71a7ac;50403;17583
122b8d11-cf53-48a1-888b-4f246f738e2c;50448;13436
4f200cfb-61bb-48af-975b-0d8a39d6f5a3;57757;28299
1369170a-f1e9-4aa0-8670-597f63dd0b1b;43573;20624
7a0ddafe-39f3-4d30-959e-ced0ccb840c6;64987;12500
d6189cd0-393f-4684-9ecb-047e1693a5ba;38773;29274
a1fe1792-b3b8-4a75-bb4f-b08b106bfca1;47035;10267
96190f4f-0955-4dfc-a6bd-3202e60e3954;44673;27673
18cd99f0-36bb-4dc6-8f91-8dec1940c877;47783;26717
5656d373-c364-4c1b-8336-e66e8ba7a839;57541;20634
b05d525a-b094-423e-9478-3fc3bb5b659c;60945;16234
9f99e371-9bae-4f77-8aa8-a0a1f8e0c201;35029;10831
c82c0a84-88e0-4a2c-aaa3-29b0d93786a2;40361;19461
f67635bb-3c0a-48e3-ba83-572df0016de1;30403;23588
875d424d-0a45-4998-bfc0-a405d167452f;50582;21407
1759161f-8c3a-481f-80ff-77045319191d;65283;14191
71ace932-1a42-4160-a4be-0e82241d6f2d;32715;15522
a7361c71-fd36-4628-a6ba-09846307cccc;46098;12720
c9b87730-322a-4bfc-9048-e0caaaa2c77a;40765;27144
36ce725e-6c78-4a2b-9c9d-a232e81ac8c2;39954;22115
db16abc3-8c44-4c08-b300-a1b5ff636752;58940;10740
9fed68d3-21a4-4144-9059-6ff91fcd93e4;49113;22121
610252c8-536d-4d88-8d2e-6a3d0b8b380f;38518;17624
75e3b0ed-dc50-48a0-9130-e1f4c8843c15;64272;25883
a69d6cc4-5440-4476-bc44-69288a433e26;32313;24905
e411b145-6dd6-49c8-9acf-274d77013037;65924;21761
c26ca9b1-8ae1-4eb7-9730-982d3c17ed0a;52840;21993
ce6a5c13-c917-4173-ac3b-60100478c6f6;39595;21716
77f9f619-602e-4af4-af6a-1188ad31e651;59455;12075
7bb6a7d9-b384-436a-beca-49fae67aa33e;52157;20996
208b4051-638f-461c-b4f7-d97a52536498;65940;25092
94e743d2-706c-47d8-8d20-87a940af2160;32475;16093
516f6e5e-2363-4dc8-955f-c2e92bb6cfd6;67923;29500
b8448f1f-263e-4e0b-a800-fab5144dc0dc;31652;11412
06e869ae-855f-4249-b3b2-6e2e6bde9b6b;50997;10448
5a84424d-4639-4fc0-9727-d4be8716241c;62158;19457
822a8f90-27e5-4cc6-8e15-4f504ee6951e;50742;12398
ac3f346f-a91c-404f-926c-4aeb34a0b86d;30804;12811
c5d0caa9-d2c7-47a6-bd28-d3c3a8ed3183;42050;13547
98fb20a1-1a6e-4c2f-b8a3-a9402c627f85;58548;21920
7d2ed707-a1e3-4adf-8bbf-17c000b3dce9;62537;27462
f5a23663-6192-4fd7-9be6-c5da55d3ce23;62527;25699
c00b2ef6-0ca3-42dd-b6cc-bbdddce0a287;35258;28063
22be2485-52fc-4502-a16d-5922347f5d67;44448;13973
b0b2067e-da0f-4a26-8547-d11d9456d54d;45131;23511
a9c1850c-7045-4efc-aa67-0c23b82be46e;57897;24533
05bb8503-62fb-4238-81c7-7950098f1d26;55876;22565
c1843719-6e21-4f81-ad30-68d044f45c56;60445;25726
3f732d4f-eb34-4beb-9553-57024f259b96;36837;18464
608a26ed-d52a-444c-bfef-7d48d12be32f;59836;24585
68fb06c8-0c08-47ef-8cc6-67917aa77c4a;55541;18598
40c850da-fcd0-4ca5-a716-64869be50300;61282;17874
76c51673-6fb9-4cfc-896e-bed70bae35fa;49842;29589
f0fef144-122a-4b00-81ab-33b975fabc44;53183;10454
77bb2a54-7d92-40f9-bb4f-4bf4fc0d36e8;49330;16726
bc20e2f9-a7b7-4391-8f64-43e61ffa153f;32346;19712
bd87e6fa-ea34-4fa7-96d5-bf3d289faae5;56083;15120
4b18237c-f9c4-43bf-b11a-0554119ec343;31469;27518
c39fb264-f163-485e-a4cd-ee6ef1239c5c;60133;18768
e455db85-d73e-4f82-92e1-a2826d160c7e;34001;26389
afce7413-22b0-432b-96c3-17d53b2c0bf2;45809;19451
8a5b20d5-cf08-456c-87c9-18d19f45bbb7;41628;15579
18150331-7de0-4b52-b50b-946cc6c2510c;41430;11638
d1241443-9b4c-4d5f-bcba-6035ad23a6be;43064;14601
4683fcb7-6704-4ae5-9a0c-53c4851df62f;53608;25461
390f16ef-33f7-47b5-87dc-aafe95dc0089;35851;29659
2b9a6514-09d2-4b61-9e72-1769e818d3d9;31057;23456
a196f52c-f16b-44c1-a474-9989a101e707;51856;16985
70d5c265-b7cb-40cc-aa1d-59ef798cc35f;58626;26542
86a90906-881c-4856-b4f9-6688316aed97;51832;16475
e419f78b-bacb-4ad8-a8ab-b98064bcc35e;30984;17595
a39f32b1-2e47-44b4-9b19-f7de9fcc1cb0;43954;14612
d675f1bc-f6ba-40f7-8c94-4ed94b199a77;69748;16404
17156124-1b44-4699-be66-66dbe05d65b9;40161;24770
